Exercise,Gender,Age,Height,Weight,Like_1,Hate_1
2,Male,48,180,70,우유,단감
1,Female,53,188,57,애호박,꽁치
1,Male,60,150,79,표고버섯,우유
0,Male,25,179,94,우유,우유
0,Male,48,145,40,유부,오렌지
0,Male,60,180,96,곶감,갈치
0,Female,35,184,52,귤,단감
2,Male,33,172,52,백미,참기름
1,Male,50,149,74,우유,우유
1,Male,28,174,61,느타리 버섯,콘플레이크
0,Male,24,171,87,당근,우유
1,Female,43,167,41,참기름,오이
2,Female,55,169,68,바나나,참기름
0,Male,51,184,45,참기름,딸기
1,Female,36,187,98,참기름,땅콩
0,Female,36,142,80,우유,오이
2,Male,42,154,80,땅콩,우유
1,Male,56,160,64,꽁치,강냉이(옥수수)
2,Male,39,142,51,두부,땅콩
2,Male,42,169,79,참기름,건오징어채
2,Male,42,169,50,딸기,땅콩
1,Female,52,188,86,땅콩,키위
2,Male,25,140,99,표고버섯,멸치
2,Male,40,162,81,우유,가래떡
0,Female,44,173,84,가래떡,고구마
1,Male,31,145,67,딸기,우유
2,Male,54,177,91,단감,뱀장어
0,Male,31,170,41,새우(중하),꽁치
0,Male,29,156,93,우유,북어채
2,Female,42,155,52,느타리 버섯,우유
2,Female,45,180,86,연근,도토리 묵
1,Male,43,169,50,참기름,콘플레이크
2,Female,36,179,90,수박,밤
2,Female,37,168,56,곶감,느타리 버섯
0,Male,59,185,99,귤,곶감
2,Male,49,159,48,배,딸기
2,Female,36,180,61,연근,바나나
0,Male,33,147,78,도라지,오이
0,Female,45,183,88,새우(중하),쌀밥
0,Male,47,189,94,땅콩,딸기
1,Male,49,161,51,딸기,배
2,Female,53,154,59,참기름,건오징어채
0,Male,33,169,63,참기름,단감
2,Male,38,161,71,우유,우유
0,Male,23,180,43,단호박,우유
0,Female,45,177,75,고구마,가래떡
1,Male,34,185,73,참치통조림,배
2,Female,20,172,94,참기름,토마토
0,Male,51,166,71,우유,단감
2,Male,28,189,62,오이,삼겹살
0,Female,38,154,88,표고버섯,우유
0,Male,57,186,62,우유,우유
2,Male,30,155,71,콘플레이크,우유
0,Female,36,168,85,키위,식빵
1,Female,24,175,60,토마토,참기름
0,Female,54,179,63,배,땅콩
1,Female,43,172,61,느타리 버섯,땅콩
2,Female,45,163,66,크래커,키위
1,Female,42,162,96,당근,우유
0,Male,34,188,84,땅콩,땅콩
2,Female,58,141,54,바나나,땅콩
1,Female,26,186,66,곶감,딸기
2,Male,54,178,62,우유,땅콩
0,Female,38,162,64,우유,고등어
2,Female,46,140,82,단호박,도라지
2,Male,31,161,85,식빵,우유
1,Male,28,160,91,잡곡밥,시금치
1,Male,22,189,46,양념갈비,크래커
0,Female,56,155,52,참기름,삼겹살
0,Male,27,140,92,굴,땅콩
0,Male,44,181,48,갈치,뱀장어
2,Male,31,169,49,당근주스,오렌지
1,Male,37,146,71,고구마,식빵
0,Male,26,171,58,우유,단호박
0,Male,32,168,40,우유,도토리 묵
0,Male,41,165,53,키위,우유
0,Female,22,179,80,검정콩,키위
1,Male,59,181,58,오렌지,베이컨
0,Female,34,171,94,딸기,수박
1,Female,45,189,93,콘플레이크,땅콩
2,Male,51,165,92,우유,도토리 묵
0,Male,43,157,61,땅콩,오이
2,Male,48,153,64,땅콩,곶감
1,Male,29,166,75,배,땅콩
2,Female,40,153,47,참치통조림,배
2,Female,50,148,83,수박,동태
2,Male,23,174,96,우유,땅콩
0,Male,48,172,77,강냉이(옥수수),연근
1,Male,53,183,97,연근,느타리 버섯
1,Male,59,142,64,비엔나소시지,크래커
2,Male,22,187,87,유부,연근
2,Male,58,167,98,햄(로스),검정콩
2,Male,57,153,90,고구마,땅콩
2,Female,40,140,49,우유,가래떡
2,Female,43,177,82,우유,느타리 버섯
1,Female,41,179,62,삶은 국수,단호박
2,Female,45,189,42,새우(중하),도라지
2,Female,35,165,52,햄(로스),우유
1,Female,27,145,52,어묵(튀긴 것),햄(로스)
2,Male,36,156,89,삼겹살,베이컨
2,Female,34,177,57,우유,낫또
1,Male,42,157,90,당근,땅콩
2,Male,43,180,68,단호박,감자
1,Male,55,149,46,땅콩,마른국수
0,Female,47,144,47,베이컨,닭고기(닭다리)
2,Female,51,151,55,사과,참기름
0,Female,31,180,75,키위,치즈
2,Male,24,144,51,강냉이(옥수수),미숫가루
0,Male,32,177,56,우유,감자
2,Male,43,161,55,느타리 버섯,연근
0,Female,32,182,70,유부,고구마
0,Female,58,169,90,참기름,토마토
2,Female,49,163,68,토마토,사과
2,Male,26,186,58,땅콩,참기름
2,Female,36,188,84,우유,식빵
2,Female,43,183,58,도토리 묵,가래떡
2,Male,28,152,68,당근,고구마
0,Male,23,165,82,가자미,애호박
1,Male,52,172,57,북어채,사과
1,Male,21,189,76,닭고기(닭다리),바나나
0,Male,41,169,57,우유,수박
1,Female,32,160,47,당근,가자미
2,Female,51,172,48,단호박,우유
0,Female,31,185,80,우유,우유
2,Female,56,188,50,잡곡밥,우유
1,Female,24,169,47,햄(로스),베이컨
2,Male,52,175,42,도토리 묵,배
2,Male,55,146,44,콘플레이크,땅콩
2,Female,43,187,62,우유,우유
1,Female,59,145,50,애호박,미숫가루
1,Male,25,157,72,오이,우유
1,Male,20,173,42,참기름,당근
2,Male,32,175,93,단감,참기름
2,Male,25,187,88,땅콩,귤
0,Female,41,178,44,땅콩,참기름
2,Male,28,165,88,우유,양념갈비
0,Male,35,143,68,표고버섯,우유
0,Male,24,168,98,베이컨,크래커
1,Female,60,152,80,북어채,참기름
0,Male,38,162,50,참기름,검정콩
2,Male,50,163,61,귤,참기름
0,Male,57,178,54,땅콩,오렌지
0,Male,20,168,91,도라지,애호박
0,Male,21,173,73,우유,잡곡밥
2,Male,37,162,72,단호박,느타리 버섯
0,Male,40,154,57,귤,우유
1,Female,34,186,44,바나나,햄(로스)
1,Male,27,163,72,삼겹살,토마토
2,Female,37,150,43,참기름,느타리 버섯
2,Female,47,145,79,애호박,우유
1,Female,20,171,92,오이,감자
0,Male,46,156,73,우유,마른국수
1,Male,39,167,93,단감,미숫가루
0,Male,56,189,60,오렌지,땅콩
1,Male,49,171,84,딸기,사과
2,Male,56,164,78,수박,귤
2,Male,54,150,86,표고버섯,수박
2,Female,38,187,46,백미,연근
1,Male,40,161,63,가래떡,우유
0,Male,28,163,87,동태,우유
1,Female,42,173,83,우유,우유
2,Female,21,149,49,땅콩,백미
0,Male,54,142,92,땅콩,땅콩
2,Male,34,140,85,참기름,참기름
1,Male,31,174,54,삶은 국수,땅콩
0,Female,39,154,71,우유,곶감
2,Male,29,163,65,우유,시금치
0,Male,53,146,43,감자,당근주스
0,Female,44,141,43,유부,표고버섯
2,Male,48,185,52,돼지고기,토마토
0,Female,28,177,72,동태,참기름
2,Male,22,141,47,애호박,땅콩
2,Male,59,174,52,완두콩,애호박
2,Male,29,158,52,우유,우유
0,Female,30,166,66,참기름,표고버섯
2,Female,56,166,87,키위,당근
2,Female,47,160,48,북어채,돼지고기
1,Male,24,170,55,곶감,참기름
1,Male,34,185,81,귤,새우(중하)
2,Female,41,180,55,느타리 버섯,연근
2,Female,37,162,80,우유,느타리 버섯
2,Male,20,163,78,참기름,우유
1,Female,20,183,53,땅콩,쇠고기
1,Female,60,173,56,참기름,검정콩
0,Male,39,166,54,어묵(튀긴 것),굴
1,Male,41,157,59,우유,참기름
1,Female,49,170,45,우유,백미
0,Male,40,182,93,감자,잡곡밥
2,Female,54,149,63,오이,완두콩
1,Female,22,167,43,갈치,당근주스
2,Male,50,186,55,두부,낫또
0,Female,22,143,57,참기름,귤
2,Male,41,185,59,완두콩,참치통조림
2,Female,57,142,63,우유,표고버섯
1,Female,23,141,68,우유,감자
1,Male,28,183,55,딸기,우유
0,Male,41,186,46,유부,오렌지
2,Male,23,171,85,곶감,갈치
0,Female,40,176,42,귤,사과
1,Female,26,164,86,두부,참기름
2,Female,33,141,64,우유,우유
1,Female,33,165,51,당근주스,당근
2,Female,58,163,77,땅콩,고구마
0,Female,36,159,90,키위,우유
2,Male,59,174,73,어묵(튀긴 것),사과
0,Male,44,175,95,배,비엔나소시지
0,Male,29,178,43,우유,수박
1,Male,29,183,86,크래커,땅콩
2,Male,46,159,85,우유,우유
0,Male,49,151,54,갈치,잡곡밥
1,Male,32,147,57,두부,땅콩
1,Male,35,173,69,참기름,멸치
2,Female,35,160,40,딸기,땅콩
1,Male,45,179,76,땅콩,완두콩
1,Male,59,181,89,우유,시금치
0,Male,43,153,70,식빵,당근주스
1,Male,48,177,46,당근주스,표고버섯
0,Male,24,187,57,양념갈비,토마토
1,Male,47,168,80,참치통조림,돼지고기
1,Male,54,149,76,굴,갈치
2,Male,53,185,68,우유,물오징어
0,Female,47,147,58,당근주스,우유
2,Female,49,171,76,연근,도토리 묵
1,Male,36,160,99,우유,콘플레이크
2,Female,40,183,96,콘플레이크,쇠고기
0,Female,30,160,45,새우(중하),참기름
0,Male,52,140,89,고구마,새우(중하)
2,Male,42,151,98,마른국수,양념갈비
2,Female,29,185,50,우유,백미
1,Male,37,151,83,도라지,오이
0,Male,38,174,77,새우(중하),완두콩
0,Female,40,143,40,땅콩,백미
1,Female,42,152,56,딸기,배
2,Female,46,145,64,참기름,건오징어채
0,Female,37,174,69,참기름,단감
0,Male,31,152,60,우유,곶감
2,Male,57,172,93,시금치,완두콩
2,Female,38,168,65,찜갈비,당근주스
1,Male,27,177,63,참치통조림,오렌지
2,Male,54,163,84,참기름,토마토
1,Female,34,158,46,키위,단감
1,Male,22,168,53,오이,찜갈비
2,Female,42,146,77,표고버섯,우유
2,Male,49,141,67,우유,우유
2,Male,34,146,61,콘플레이크,우유
0,Female,29,160,75,키위,강냉이(옥수수)
1,Female,58,167,50,토마토,참기름
1,Female,47,170,53,오렌지,땅콩
0,Female,47,176,51,땅콩,땅콩
1,Male,38,154,56,크래커,키위
0,Female,46,167,41,완두콩,땅콩
0,Male,38,179,90,애호박,오이
2,Female,51,146,43,우유,시금치
1,Female,30,177,56,땅콩,우유
1,Male,47,169,51,땅콩,삼겹살
0,Female,20,140,53,참기름,귤
2,Male,49,182,71,건오징어채,유부
1,Female,54,189,59,우유,땅콩
0,Female,51,188,65,우유,식빵
0,Male,26,180,96,비엔나소시지,콘플레이크
2,Male,39,183,86,참기름,표고버섯
2,Female,51,168,82,햄(로스),땅콩
2,Female,26,173,98,어묵(튀긴 것),뱀장어
1,Female,24,160,98,땅콩,딸기
0,Male,41,188,61,고구마,북어채
0,Male,60,162,47,우유,단호박
0,Male,25,173,89,우유,도토리 묵
1,Female,45,169,43,토마토,우유
2,Female,56,170,70,두부,키위
0,Male,52,186,47,닭고기(닭다리),참기름
0,Male,26,175,84,삶은 국수,물오징어
0,Female,38,144,82,당근,곶감
2,Male,43,156,81,콘플레이크,백미
1,Female,57,161,66,우유,오이
2,Male,40,144,53,땅콩,완두콩
1,Male,33,157,65,오렌지,우유
2,Male,43,171,52,참치통조림,배
1,Female,53,189,88,수박,건오징어채
1,Male,57,178,85,우유,땅콩
2,Male,41,163,82,강냉이(옥수수),참기름
0,Female,46,174,86,연근,우유
0,Female,21,184,54,참기름,멸치
1,Male,45,166,78,참기름,우유
1,Female,52,146,72,땅콩,땅콩
2,Male,20,145,80,고구마,땅콩
2,Female,33,144,99,우유,밤
1,Female,36,168,72,우유,느타리 버섯
1,Male,45,171,52,삶은 국수,단호박
2,Female,38,180,92,땅콩,우유
2,Male,27,157,42,땅콩,딸기
0,Male,60,187,41,표고버섯,땅콩
1,Female,40,147,94,당근주스,참기름
0,Female,38,182,63,밤,땅콩
0,Male,34,148,80,우유,우유
0,Male,36,171,74,우유,시금치
0,Male,48,140,96,귤,느타리 버섯
0,Female,40,149,97,참치통조림,오이
2,Female,55,155,61,사과,땅콩
0,Male,35,171,65,키위,유부
2,Male,28,149,57,강냉이(옥수수),고등어
0,Male,25,182,45,곶감,시금치
2,Male,36,165,61,참기름,우유
1,Female,25,174,59,참기름,표고버섯
1,Male,52,161,81,사과,멸치
1,Female,32,142,42,건오징어채,뱀장어
1,Female,50,165,93,수박,참기름
2,Female,29,143,74,우유,북어채
2,Male,47,175,48,백미,가래떡
2,Male,32,156,73,단호박,도토리 묵
2,Male,27,157,71,동태,애호박
0,Male,56,164,46,북어채,밤
1,Male,55,181,65,삼겹살,갈치
0,Male,34,160,47,고구마,물오징어
1,Female,36,151,52,우유,단호박
1,Female,44,164,98,우유,도토리 묵
2,Male,24,176,70,귤,강냉이(옥수수)
2,Female,49,180,40,두부,쌀밥
1,Female,58,174,52,고등어,참치통조림
2,Male,56,180,64,검정콩,배
0,Male,28,150,50,뱀장어,땅콩
2,Male,36,179,68,우유,단감
1,Female,22,150,71,애호박,미숫가루
0,Female,59,148,77,오이,완두콩
0,Male,53,177,92,오렌지,우유
2,Male,37,181,84,참치통조림,배
1,Female,49,165,63,수박,꽁치
2,Female,24,157,79,귤,단감
1,Female,21,158,95,백미,참기름
0,Male,28,185,57,우유,우유
0,Male,28,173,60,느타리 버섯,콘플레이크
0,Female,23,157,86,북어채,우유
0,Female,31,153,99,참기름,애호박
2,Female,54,168,66,귤,참기름
0,Male,50,169,44,땅콩,딸기
1,Female,35,173,96,도라지,땅콩
0,Female,35,177,79,우유,햄(로스)
1,Female,41,153,78,단호박,느타리 버섯
0,Female,33,145,47,감자,우유
2,Male,38,141,50,배,시금치
1,Female,20,154,62,찜갈비,인절미
2,Male,41,154,49,참기름,닭고기(닭다리)
1,Female,40,187,69,새우(중하),참기름
1,Male,54,162,82,고등어,수박
2,Female,39,160,63,오이,오렌지
0,Female,43,172,83,우유,우유
0,Female,50,182,52,우유,당근
0,Male,44,164,59,참기름,가래떡
0,Female,39,144,70,곶감,귤
2,Male,49,143,77,표고버섯,수박
2,Female,32,179,96,마른국수,연근
1,Female,34,166,70,밤,바나나
1,Male,32,168,49,도라지,우유
2,Female,36,178,89,우유,우유
2,Female,37,168,55,땅콩,백미
0,Male,59,185,99,땅콩,우유
1,Female,27,145,76,참기름,참기름
2,Female,36,180,60,삶은 국수,땅콩
0,Female,33,146,77,우유,곶감
2,Male,34,169,55,우유,표고버섯
0,Female,46,188,93,꽁치,우유
0,Female,38,184,94,참기름,우유
2,Male,42,140,42,돼지고기,토마토
2,Male,22,169,63,건오징어채,참기름
2,Female,56,183,98,애호박,땅콩
0,Male,23,166,43,완두콩,땅콩
1,Male,34,150,42,우유,우유
0,Female,23,171,57,우유,표고버섯
1,Male,39,145,63,키위,당근
1,Male,30,140,40,북어채,연근
1,Female,48,163,91,새우(중하),오렌지
1,Female,27,177,71,고구마,땅콩
2,Female,34,172,45,느타리 버섯,연근
1,Male,60,141,55,우유,느타리 버섯
2,Male,55,155,69,참기름,우유
0,Male,43,162,44,땅콩,연근
0,Female,53,178,63,참기름,검정콩
2,Male,32,158,44,어묵(튀긴 것),굴
1,Female,34,162,50,단감,우유
1,Female,42,162,95,쌀밥,느타리 버섯
2,Female,23,174,67,시금치,애호박
2,Female,58,141,53,땅콩,단호박
1,Female,56,159,94,땅콩,참기름
1,Female,43,164,89,땅콩,낫또
0,Male,57,148,47,참기름,귤
1,Male,34,176,49,완두콩,치즈
1,Female,20,148,53,우유,표고버섯
0,Female,57,146,59,우유,감자
0,Male,52,162,90,딸기,우유
2,Female,24,165,81,뱀장어,미숫가루
1,Female,47,163,60,곶감,어묵(튀긴 것)
2,Male,22,154,76,꽁치,유부
1,Female,60,155,76,느타리 버섯,오렌지
2,Female,26,183,55,미숫가루,식빵
0,Male,56,157,85,우유,당근
2,Female,21,155,83,땅콩,고구마
0,Female,30,151,97,키위,우유
1,Male,41,152,48,어묵(튀긴 것),사과
2,Male,48,167,41,배,비엔나소시지
0,Male,52,157,78,딸기,수박
0,Male,23,175,76,도라지,우유
1,Female,28,151,60,수박,도토리 묵
0,Female,31,143,44,땅콩,두부
2,Female,36,189,47,땅콩,수박
1,Female,59,152,59,배,참기름
2,Female,39,152,46,삶은 국수,바나나
1,Female,38,184,66,우유,완두콩
0,Female,52,160,79,우유,땅콩
2,Female,37,145,61,식빵,당근주스
0,Female,31,156,80,당근주스,표고버섯
2,Female,48,179,48,양념갈비,토마토
0,Female,30,147,56,도라지,참기름
0,Female,37,141,50,오이,땅콩
1,Male,46,140,74,미숫가루,땅콩
2,Male,29,176,93,우유,가래떡
0,Male,31,150,50,우유,느타리 버섯
1,Male,30,166,90,키위,당근
1,Female,33,162,70,물오징어,연근
1,Male,53,188,96,굴,참기름
2,Male,45,182,79,고구마,새우(중하)
1,Female,25,179,72,마른국수,비엔나소시지
1,Female,33,177,57,우유,두부
0,Female,30,143,58,당근,오이
1,Female,21,153,52,단호박,완두콩
0,Female,44,185,90,땅콩,백미
0,Male,36,181,91,단감,미숫가루
1,Male,40,174,99,참기름,멸치
2,Male,20,166,59,참기름,단감
1,Female,54,181,95,우유,귤
1,Female,40,150,83,시금치,토마토
1,Male,21,147,99,도토리 묵,밤
0,Female,21,155,53,마른국수,우유
1,Male,37,142,59,가자미,우유
0,Male,27,187,80,땅콩,우유
1,Male,56,160,43,고등어,양념갈비
1,Male,24,174,68,표고버섯,수박
1,Female,32,169,42,우유,우유
1,Male,27,151,67,콘플레이크,우유
1,Male,52,152,65,키위,강냉이(옥수수)
0,Male,41,159,84,수박,우유
0,Female,51,162,43,오렌지,땅콩
2,Male,30,155,41,땅콩,땅콩
0,Female,21,182,90,유부,키위
0,Female,40,159,91,완두콩,땅콩
2,Female,20,157,64,애호박,오이
1,Female,45,188,50,우유,시금치
0,Female,54,156,90,땅콩,우유
1,Female,30,161,86,바나나,땅콩
2,Male,54,182,43,사과,꽁치
1,Male,32,173,45,시금치,참기름
0,Male,37,168,93,강냉이(옥수수),우유
0,Female,55,180,55,미숫가루,시금치
2,Female,49,159,86,느타리 버섯,콘플레이크
1,Female,21,162,76,참기름,표고버섯
1,Female,44,147,56,햄(로스),땅콩
1,Male,20,151,72,어묵(튀긴 것),돼지고기
1,Female,58,152,73,땅콩,딸기
2,Female,24,179,51,고구마,애호박
2,Male,54,141,82,백미,우유
1,Female,49,152,64,수박,표고버섯
2,Female,27,148,77,동태,강냉이(옥수수)
1,Female,39,149,44,땅콩,쇠고기
2,Female,35,164,82,삼겹살,참기름
2,Female,50,154,74,비엔나소시지,새우(중하)
0,Male,20,172,73,당근,곶감
1,Female,26,185,56,쌀밥,백미
2,Male,40,140,41,우유,오이
1,Female,23,186,43,땅콩,완두콩
0,Female,56,149,99,오렌지,키위
2,Female,26,149,87,참기름,두부
0,Male,36,168,63,강냉이(옥수수),참기름
0,Female,39,157,60,미숫가루,토마토
2,Female,34,142,57,애호박,우유
2,Female,28,153,77,우유,우유
2,Female,46,163,89,참기름,북어채
0,Female,28,144,52,참기름,우유
0,Female,34,175,47,땅콩,땅콩
1,Male,44,174,54,고구마,땅콩
1,Male,27,173,89,우유,밤
0,Male,29,147,47,우유,땅콩
0,Male,27,149,86,인절미,단호박
0,Male,20,159,66,땅콩,우유
2,Female,21,149,92,땅콩,딸기
2,Female,43,179,76,느타리 버섯,땅콩
0,Female,22,176,69,당근주스,참기름
1,Male,50,160,81,밤,땅콩
0,Female,58,177,54,우유,우유
1,Female,59,150,48,우유,시금치
0,Female,31,182,86,귤,당근주스
2,Male,22,178,87,참치통조림,오이
1,Male,37,184,51,사과,땅콩
2,Female,29,164,56,토마토,유부
2,Male,22,142,48,강냉이(옥수수),오이
2,Male,60,175,97,쌀밥,시금치
2,Female,41,171,68,참기름,우유
1,Male,30,180,67,참기름,표고버섯
0,Female,26,179,43,사과,멸치
2,Female,47,173,64,건오징어채,뱀장어
0,Female,46,147,87,수박,참기름
0,Female,55,161,96,우유,북어채
